content_id,url,title,content_type,current_category,proposed_domain,target_agency,jurisdiction,authority_status,audit_status,risk_level,verified_at,official_source_link_count,inbound_links,text_len,reason,recommended_action,priority
audit-cases:silmu-2026-reinstatement-late-notice,/audit-cases/silmu-2026-reinstatement-late-notice,휴직 사유 소멸 후 30일 미신고 → 무단결근 간주·징계 — 감사 지적 사례와 실무 대응 방법,audit-cases,,02_복무,UNSPECIFIED,BOTH,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-05-30,0,3,2233,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정 ; 적용 대상(기관유형) 명시",P0
audit-cases:silmu-2026-reinstatement-step-recalc-missing,/audit-cases/silmu-2026-reinstatement-step-recalc-missing,복직 후 호봉 재산정 누락 → 휴직 사유별 산입 미적용 — 감사 지적 사례와 실무 대응 방법,audit-cases,,02_복무,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-05-30,0,26,2222,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:silmu-2026-reinstatement-unfair-placement,/audit-cases/silmu-2026-reinstatement-unfair-placement,육아휴직 후 좌천성 배치 → 불이익 처우 금지 위반 — 감사 지적 사례와 실무 대응 방법,audit-cases,,02_복무,UNSPECIFIED,BOTH,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-05-30,0,4,2279,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정 ; 적용 대상(기관유형) 명시",P0
audit-cases:single-quote-exceeds-limit,/audit-cases/single-quote-exceeds-limit,2천만원 초과 물품 구매를 1인 견적으로 수의계약 처리 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-09,0,30,3733,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:small-amount-intentional-split,/audit-cases/small-amount-intentional-split,용역 총액 1억 5천만원을 5천만원 이하 3건으로 쪼개 소액수의 반복 체결 — 감사 지적 사례와 실무 대응 방법,audit-cases,,99_미분류,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,1,3625,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:software-dev-misclassified-as-goods,/audit-cases/software-dev-misclassified-as-goods,소프트웨어 개발을 물품구매로 처리하여 경쟁입찰 회피 — 감사 지적 사례와 실무 대응 방법,audit-cases,,06_재산물품,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,5,3898,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:spec-price-integration-violation,/audit-cases/spec-price-integration-violation,규격가격 분리입찰 대상 공사를 통합 입찰로 처리하여 가격 경쟁 왜곡 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,2,3372,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:special-leave-holiday-miscalculation,/audit-cases/special-leave-holiday-miscalculation,경조사 특별휴가 일수 산정 오류 — 주말 포함으로 실제 근무일수 초과 부여 — 감사 지적 사례와 실무 대응 방법,audit-cases,,02_복무,UNSPECIFIED,BOTH,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,1,2945,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨 ; R-C1 국가/지방 규정 동시 언급 + 적용 대상 미명시,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정 ; 적용 대상(기관유형) 명시",P0
audit-cases:split-contract-to-avoid-bidding,/audit-cases/split-contract-to-avoid-bidding,단일 공사를 2건으로 분할하여 입찰 금액 기준 이하로 맞춰 경쟁입찰 회피 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,2,3270,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:split-order-monthly-to-avoid-bidding,/audit-cases/split-order-monthly-to-avoid-bidding,연간 소모품 소요량을 월별로 쪼개 12건 소액 수의계약 반복 체결 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,4,3429,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:subcontract-below-cost,/audit-cases/subcontract-below-cost,하도급대금 부당 감액 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,UNSPECIFIED,UNSPECIFIED,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,6,2422,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:subcontract-direct-payment-denied,/audit-cases/subcontract-direct-payment-denied,하도급대금 직접지급 미이행 — 감사 지적 사례와 실무 대응 방법,audit-cases,,03_보수수당,UNSPECIFIED,UNSPECIFIED,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,6,2690,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:subcontract-no-notice,/audit-cases/subcontract-no-notice,하도급 통지 누락 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,UNSPECIFIED,UNSPECIFIED,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,6,2593,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:subcontract-payment-delay,/audit-cases/subcontract-payment-delay,하도급대금 지연 지급 — 감사 지적 사례와 실무 대응 방법,audit-cases,,03_보수수당,UNSPECIFIED,UNSPECIFIED,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,6,2459,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:subcontract-unauthorized-re-sub,/audit-cases/subcontract-unauthorized-re-sub,무단 재하도급 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,EDUCATION_OFFICE|PUBLIC_SCHOOL,UNSPECIFIED,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,1,2389,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:subcontract-whole-transfer,/audit-cases/subcontract-whole-transfer,일괄하도급(불법 전대) 적발 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,UNSPECIFIED,UNSPECIFIED,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,4,2700,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:subsidy-settlement-false-report,/audit-cases/subsidy-settlement-false-report,국고보조금 정산 허위 보고 — 미집행 금액 집행 처리 — 감사 지적 사례와 실무 대응 방법,audit-cases,,04_예산회계,UNSPECIFIED,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-19,0,1,2017,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
audit-cases:substitution-material-unapproved,/audit-cases/substitution-material-unapproved,자재 무단 대체 사용 — 감사 지적 사례와 실무 대응 방법,audit-cases,,99_미분류,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-09,0,18,2535,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:supervision-absent,/audit-cases/supervision-absent,감독관 미지정·미이행 — 감사 지적 사례와 실무 대응 방법,audit-cases,,99_미분류,EDUCATION_OFFICE|PUBLIC_SCHOOL,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-09,0,0,2356,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨 ; R-S1 내부링크 인바운드 0 (고아 페이지),"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정 ; 허브(토픽/카테고리)에서 링크 연결",P0
audit-cases:supplementary-budget-before-council,/audit-cases/supplementary-budget-before-council,추경 의결 전 사업 착수 — 예산 없는 집행 — 감사 지적 사례와 실무 대응 방법,audit-cases,,04_예산회계,UNSPECIFIED,LOCAL,UNVERIFIED,UPDATE,HIGH,2026-05-19,0,33,2002,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
audit-cases:supplementary-budget-violation,/audit-cases/supplementary-budget-violation,추경예산 편성 요건 미충족으로 재정규율 저해 — 감사 지적 사례와 실무 대응 방법,audit-cases,,04_예산회계,UNSPECIFIED,LOCAL,UNVERIFIED,UPDATE,HIGH,2026-05-19,0,1,3967,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
audit-cases:travel-expense-double-claim,/audit-cases/travel-expense-double-claim,동일 날짜 2개 기관에 출장비 이중 청구 — 겸직 담당자 여비 중복 수령 — 감사 지적 사례와 실무 대응 방법,audit-cases,,02_복무,EDUCATION_OFFICE|PUBLIC_SCHOOL,LOCAL,UNVERIFIED,UPDATE,HIGH,2026-05-19,0,44,3591,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
audit-cases:travel-expense-settlement-no-receipt,/audit-cases/travel-expense-settlement-no-receipt,여비 정산 시 영수증 없이 개산여비 지급 — 실비 정산 원칙 위반 — 감사 지적 사례와 실무 대응 방법,audit-cases,,02_복무,UNSPECIFIED,LOCAL,UNVERIFIED,UPDATE,HIGH,2026-05-19,0,6,3540,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
audit-cases:unit-price-contract-quantity-exceeded,/audit-cases/unit-price-contract-quantity-exceeded,단가계약 체결 후 계약 수량 한도 초과 발주로 추가 예산 집행 — 감사 지적 사례와 실무 대응 방법,audit-cases,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_RECONSTRUCTED_CASE,UPDATE,MEDIUM,2026-06-18,0,1,3563,R-AC2 재구성 사례인데 '5단계 정합성 검증 완료' 배지가 사례 검증으로 오독됨,"provenance=SILMU_RECONSTRUCTED_CASE 라벨을 제목/상단에 명시, 배지 문구를 '법령근거 검증'으로 한정",P0
audit-cases:vehicle-travel-allowance-distance-fraud,/audit-cases/vehicle-travel-allowance-distance-fraud,자가용 출장 여비 실제 거리 부풀리기 — 우회 경로 신고로 과다 청구 — 감사 지적 사례와 실무 대응 방법,audit-cases,,02_복무,UNSPECIFIED,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-19,0,3,4070,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
audit-cases:welfare-point-cash-conversion,/audit-cases/welfare-point-cash-conversion,공무원 복지포인트 현금화 허용 — 사용 가능 항목 외 사용 방치 — 감사 지적 사례와 실무 대응 방법,audit-cases,,04_예산회계,UNSPECIFIED,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-19,0,1,2899,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
audit-cases:year-end-settlement-duplicate-deduction,/audit-cases/year-end-settlement-duplicate-deduction,연말정산 부양가족 공제 중복 적용 — 타 기관 동일인 이중 공제 — 감사 지적 사례와 실무 대응 방법,audit-cases,,04_예산회계,LOCAL_GOVERNMENT,UNSPECIFIED,UNVERIFIED,UPDATE,HIGH,2026-05-19,0,2,3138,R-AC1 검토출처에 내부 엔지니어링 메타데이터(커밋/배치/lawId) 노출,출처 필드를 사례 출처로 교체하고 검증방법은 별도 필드로 분리,P0
tools:allowance-calculator,/tools/allowance-calculator,공무원 수당 계산기 — 정근수당·가족수당·명절휴가비 자동 계산,tools,,03_보수수당,UNSPECIFIED,UNSPECIFIED,SILMU_INTERPRETATION,UPDATE,HIGH,,0,6,1660,R-TL1 계산·판단 결과에 기준일/근거 버전 표기 없음 ; R-TL2 면책·한계 문구 없음 (금액·기한 산출 도구),도구에 기준일·근거조문·개정 반영일 표면 추가 ; 면책 문구 및 '기안 전 근거 재확인' 안내 추가,P0
tools:annual-leave-calculator,/tools/annual-leave-calculator,연가일수 계산기 — 공무원 재직 기간별 연가 자동 계산,tools,,02_복무,UNSPECIFIED,BOTH,SILMU_INTERPRETATION,UPDATE,HIGH,,0,4,1450,R-TL1 계산·판단 결과에 기준일/근거 버전 표기 없음 ; R-TL2 면책·한계 문구 없음 (금액·기한 산출 도구),도구에 기준일·근거조문·개정 반영일 표면 추가 ; 면책 문구 및 '기안 전 근거 재확인' 안내 추가,P0
tools:audit-readiness-checker,/tools/audit-readiness-checker,부서별 감사 대비 체크리스트 — 계약·예산·인사·보조금 자가점검,tools,,11_감사청렴,UNSPECIFIED,UNSPECIFIED,SILMU_INTERPRETATION,UPDATE,HIGH,,0,3,1162,R-TL1 계산·판단 결과에 기준일/근거 버전 표기 없음 ; R-TL2 면책·한계 문구 없음 (금액·기한 산출 도구),도구에 기준일·근거조문·개정 반영일 표면 추가 ; 면책 문구 및 '기안 전 근거 재확인' 안내 추가,P0
tools:budget-category-finder,/tools/budget-category-finder,예산 과목 분류 도우미 — 세출예산 목·세목 자동 추천,tools,,04_예산회계,UNSPECIFIED,LOCAL,SILMU_INTERPRETATION,UPDATE,HIGH,,0,2,714,R-TL1 계산·판단 결과에 기준일/근거 버전 표기 없음 ; R-TL2 면책·한계 문구 없음 (금액·기한 산출 도구) ; R-S3 thin content,도구에 기준일·근거조문·개정 반영일 표면 추가 ; 면책 문구 및 '기안 전 근거 재확인' 안내 추가,P0
tools:budget-execution-rate,/tools/budget-execution-rate,예산 집행률 계산기 — 예산 집행 현황 즉시 파악,tools,,04_예산회계,UNSPECIFIED,LOCAL,SILMU_INTERPRETATION,UPDATE,HIGH,,0,7,1514,R-TL1 계산·판단 결과에 기준일/근거 버전 표기 없음 ; R-TL2 면책·한계 문구 없음 (금액·기한 산출 도구),도구에 기준일·근거조문·개정 반영일 표면 추가 ; 면책 문구 및 '기안 전 근거 재확인' 안내 추가,P0
tools:budget-transfer-checker,/tools/budget-transfer-checker,이월·전용 적법성 판단기 — 예산 이월·전용 요건 즉시 확인,tools,,04_예산회계,UNSPECIFIED,BOTH,SILMU_INTERPRETATION,UPDATE,HIGH,,0,6,1403,R-TL1 계산·판단 결과에 기준일/근거 버전 표기 없음 ; R-TL2 면책·한계 문구 없음 (금액·기한 산출 도구),도구에 기준일·근거조문·개정 반영일 표면 추가 ; 면책 문구 및 '기안 전 근거 재확인' 안내 추가,P0
tools:contingency-fund,/tools/contingency-fund,예비비 한도 계산기 — 지방재정법 예비비 법정 한도 계산,tools,,04_예산회계,UNSPECIFIED,LOCAL,SILMU_INTERPRETATION,UPDATE,HIGH,,0,4,1493,R-TL1 계산·판단 결과에 기준일/근거 버전 표기 없음 ; R-TL2 면책·한계 문구 없음 (금액·기한 산출 도구),도구에 기준일·근거조문·개정 반영일 표면 추가 ; 면책 문구 및 '기안 전 근거 재확인' 안내 추가,P0
tools:contract-documents,/tools/contract-documents,계약서류 원클릭 생성기,tools,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_INTERPRETATION,UPDATE,HIGH,,0,563,1764,R-TL1 계산·판단 결과에 기준일/근거 버전 표기 없음 ; R-TL2 면책·한계 문구 없음 (금액·기한 산출 도구),도구에 기준일·근거조문·개정 반영일 표면 추가 ; 면책 문구 및 '기안 전 근거 재확인' 안내 추가,P0
tools:contract-guarantee,/tools/contract-guarantee,계약보증금 계산기,tools,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_INTERPRETATION,UPDATE,HIGH,,0,563,2128,R-TL1 계산·판단 결과에 기준일/근거 버전 표기 없음 ; R-TL2 면책·한계 문구 없음 (금액·기한 산출 도구),도구에 기준일·근거조문·개정 반영일 표면 추가 ; 면책 문구 및 '기안 전 근거 재확인' 안내 추가,P0
tools:contract-legality-check,/tools/contract-legality-check,계약 적법성 자가진단 — 단계별 감사 지적 사전 예방,tools,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_INTERPRETATION,UPDATE,HIGH,,0,3,851,R-TL1 계산·판단 결과에 기준일/근거 버전 표기 없음 ; R-TL2 면책·한계 문구 없음 (금액·기한 산출 도구),도구에 기준일·근거조문·개정 반영일 표면 추가 ; 면책 문구 및 '기안 전 근거 재확인' 안내 추가,P0
tools:contract-method,/tools/contract-method,계약방식 결정 도우미 — 수의계약·경쟁입찰 자동 판단,tools,,05_계약조달,EDUCATION_OFFICE|PUBLIC_SCHOOL,LOCAL,SILMU_INTERPRETATION,UPDATE,HIGH,,0,563,2447,R-TL1 계산·판단 결과에 기준일/근거 버전 표기 없음 ; R-TL2 면책·한계 문구 없음 (금액·기한 산출 도구),도구에 기준일·근거조문·개정 반영일 표면 추가 ; 면책 문구 및 '기안 전 근거 재확인' 안내 추가,P0
tools:contract-reason,/tools/contract-reason,수의계약 사유서 생성기,tools,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_INTERPRETATION,UPDATE,HIGH,,0,9,1833,R-TL1 계산·판단 결과에 기준일/근거 버전 표기 없음 ; R-TL2 면책·한계 문구 없음 (금액·기한 산출 도구),도구에 기준일·근거조문·개정 반영일 표면 추가 ; 면책 문구 및 '기안 전 근거 재확인' 안내 추가,P0
tools:cost-calculation,/tools/cost-calculation,원가계산서 검토 가이드,tools,,99_미분류,UNSPECIFIED,LOCAL,SILMU_INTERPRETATION,UPDATE,HIGH,,0,6,1940,R-TL1 계산·판단 결과에 기준일/근거 버전 표기 없음 ; R-TL2 면책·한계 문구 없음 (금액·기한 산출 도구),도구에 기준일·근거조문·개정 반영일 표면 추가 ; 면책 문구 및 '기안 전 근거 재확인' 안내 추가,P0
tools:cost-estimate,/tools/cost-estimate,물량내역서+시방서 생성기,tools,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_INTERPRETATION,UPDATE,HIGH,,0,9,2308,R-TL1 계산·판단 결과에 기준일/근거 버전 표기 없음 ; R-TL2 면책·한계 문구 없음 (금액·기한 산출 도구),도구에 기준일·근거조문·개정 반영일 표면 추가 ; 면책 문구 및 '기안 전 근거 재확인' 안내 추가,P0
tools:design-change,/tools/design-change,설계변경 검토서 도우미,tools,,99_미분류,UNSPECIFIED,LOCAL,SILMU_INTERPRETATION,UPDATE,HIGH,,0,6,2074,R-TL1 계산·판단 결과에 기준일/근거 버전 표기 없음 ; R-TL2 면책·한계 문구 없음 (금액·기한 산출 도구),도구에 기준일·근거조문·개정 반영일 표면 추가 ; 면책 문구 및 '기안 전 근거 재확인' 안내 추가,P0
tools:insurance-calculator,/tools/insurance-calculator,4대보험 정산보험료 계산기 — 연말·퇴직정산 자동 계산,tools,,99_미분류,UNSPECIFIED,UNSPECIFIED,SILMU_INTERPRETATION,UPDATE,HIGH,,0,1,8624,R-TL1 계산·판단 결과에 기준일/근거 버전 표기 없음 ; R-TL2 면책·한계 문구 없음 (금액·기한 산출 도구),도구에 기준일·근거조문·개정 반영일 표면 추가 ; 면책 문구 및 '기안 전 근거 재확인' 안내 추가,P0
tools:legal-period,/tools/legal-period,법정기간 계산기 — 입찰공고·계약·대금지급 기한 자동 산출,tools,,99_미분류,UNSPECIFIED,UNSPECIFIED,SILMU_INTERPRETATION,UPDATE,HIGH,,0,563,2215,R-TL1 계산·판단 결과에 기준일/근거 버전 표기 없음 ; R-TL2 면책·한계 문구 없음 (금액·기한 산출 도구),도구에 기준일·근거조문·개정 반영일 표면 추가 ; 면책 문구 및 '기안 전 근거 재확인' 안내 추가,P0
tools:overtime-calculator,/tools/overtime-calculator,초과근무수당 계산기 — 공무원 시간외·야간·휴일근무수당 자동 계산,tools,,02_복무,UNSPECIFIED,UNSPECIFIED,SILMU_INTERPRETATION,UPDATE,HIGH,,0,4,1457,R-TL1 계산·판단 결과에 기준일/근거 버전 표기 없음 ; R-TL2 면책·한계 문구 없음 (금액·기한 산출 도구),도구에 기준일·근거조문·개정 반영일 표면 추가 ; 면책 문구 및 '기안 전 근거 재확인' 안내 추가,P0
tools:pdf,/tools/pdf,PDF 도구,tools,,99_미분류,UNSPECIFIED,UNSPECIFIED,SILMU_INTERPRETATION,UPDATE,HIGH,,0,1,1834,R-TL1 계산·판단 결과에 기준일/근거 버전 표기 없음 ; R-TL2 면책·한계 문구 없음 (금액·기한 산출 도구),도구에 기준일·근거조문·개정 반영일 표면 추가 ; 면책 문구 및 '기안 전 근거 재확인' 안내 추가,P0
tools:pension-calculator,/tools/pension-calculator,공무원연금 예상 수령액 계산기 — 재직년수별 월 연금액,tools,,03_보수수당,UNSPECIFIED,UNSPECIFIED,SILMU_INTERPRETATION,UPDATE,HIGH,,0,3,1542,R-TL1 계산·판단 결과에 기준일/근거 버전 표기 없음 ; R-TL2 면책·한계 문구 없음 (금액·기한 산출 도구),도구에 기준일·근거조문·개정 반영일 표면 추가 ; 면책 문구 및 '기안 전 근거 재확인' 안내 추가,P0
tools:price-adjustment-calculator,/tools/price-adjustment-calculator,물가변동 계약금액조정 계산기 — ESC 조정금액 자동 계산,tools,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_INTERPRETATION,UPDATE,HIGH,,0,4,1625,R-TL1 계산·판단 결과에 기준일/근거 버전 표기 없음 ; R-TL2 면책·한계 문구 없음 (금액·기한 산출 도구),도구에 기준일·근거조문·개정 반영일 표면 추가 ; 면책 문구 및 '기안 전 근거 재확인' 안내 추가,P0
tools:progress-inspection,/tools/progress-inspection,기성검사 체크리스트,tools,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_INTERPRETATION,UPDATE,HIGH,,0,9,1822,R-TL1 계산·판단 결과에 기준일/근거 버전 표기 없음 ; R-TL2 면책·한계 문구 없음 (금액·기한 산출 도구),도구에 기준일·근거조문·개정 반영일 표면 추가 ; 면책 문구 및 '기안 전 근거 재확인' 안내 추가,P0
tools:project-plan,/tools/project-plan,사업계획서 생성기,tools,,99_미분류,UNSPECIFIED,LOCAL,SILMU_INTERPRETATION,UPDATE,HIGH,,0,2,1478,R-TL1 계산·판단 결과에 기준일/근거 버전 표기 없음 ; R-TL2 면책·한계 문구 없음 (금액·기한 산출 도구) ; R-S2 meta description 부재/과단,도구에 기준일·근거조문·개정 반영일 표면 추가 ; 면책 문구 및 '기안 전 근거 재확인' 안내 추가,P0
tools:quote-auto,/tools/quote-auto,견적서 일괄 문서생성,tools,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_INTERPRETATION,UPDATE,HIGH,,0,1,2493,R-TL1 계산·판단 결과에 기준일/근거 버전 표기 없음 ; R-TL2 면책·한계 문구 없음 (금액·기한 산출 도구),도구에 기준일·근거조문·개정 반영일 표면 추가 ; 면책 문구 및 '기안 전 근거 재확인' 안내 추가,P0
tools:salary-calculator,/tools/salary-calculator,공무원 봉급 실수령액 계산기 2026 — 직급·호봉별 세후 월급,tools,,03_보수수당,UNSPECIFIED,UNSPECIFIED,SILMU_INTERPRETATION,UPDATE,HIGH,,0,7,1406,R-TL1 계산·판단 결과에 기준일/근거 버전 표기 없음 ; R-TL2 면책·한계 문구 없음 (금액·기한 산출 도구),도구에 기준일·근거조문·개정 반영일 표면 추가 ; 면책 문구 및 '기안 전 근거 재확인' 안내 추가,P0
tools:severance-calculator,/tools/severance-calculator,퇴직금 계산기 — 공무원 퇴직수당 자동 계산 (재직기간별),tools,,03_보수수당,UNSPECIFIED,UNSPECIFIED,SILMU_INTERPRETATION,UPDATE,HIGH,,0,4,987,R-TL1 계산·판단 결과에 기준일/근거 버전 표기 없음 ; R-TL2 면책·한계 문구 없음 (금액·기한 산출 도구),도구에 기준일·근거조문·개정 반영일 표면 추가 ; 면책 문구 및 '기안 전 근거 재확인' 안내 추가,P0
tools:split-contract-checker,/tools/split-contract-checker,분할계약 판단 체크리스트 — 수의계약 위험도 즉시 확인,tools,,05_계약조달,UNSPECIFIED,LOCAL,SILMU_INTERPRETATION,UPDATE,HIGH,,0,5,1333,R-TL1 계산·판단 결과에 기준일/근거 버전 표기 없음 ; R-TL2 면책·한계 문구 없음 (금액·기한 산출 도구) ; R-S2 meta description 부재/과단,도구에 기준일·근거조문·개정 반영일 표면 추가 ; 면책 문구 및 '기안 전 근거 재확인' 안내 추가,P0
